Track name,Artist name,Album,Playlist name,Type,ISRC
Out Of The Woods,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431329
Jealous,Nick Jonas,Jealous,Pop,Playlist,USUM71412696
Lips Are Movin,Meghan Trainor,Lips Are Movin,Pop,Playlist,USSM11408349
this shit getz old,Never Shout Never,Harmony,Pop,Playlist,USWB11001702
Happy - EP Version,Never Shout Never,The Summer EP,Pop,Playlist,USSCU0900004
First Flight Home,Jake Miller,First Flight Home,Pop,Playlist,USWB11401669
Oh Cecilia (Breaking My Heart),The Vamps,Oh Cecilia (Breaking My Heart),Pop,Playlist,GBUM71404416
How You Get The Girl,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431389
He Can Only Hold Her,Amy Winehouse,Back To Black,Pop,Playlist,GBUM70604606
Alive,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Pop,Playlist,USUM70967705
Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Pop,Playlist,USUM70967700
Up N' Down,Britney Spears,Femme Fatale,Pop,Playlist,USJI11100104
Bad Blood,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431369
All You Had To Do Was Stay,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431339
I Know Places,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431409
On My Own,Miley Cyrus,Bangerz (Deluxe Version),Pop,Playlist,USRC11301275
Sledgehammer,Fifth Harmony,Sledgehammer,Pop,Playlist,USSM11406643
I Wish You Would,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431359
Don't Wanna Dance Alone - Cole Plante Remix,Fifth Harmony,Better Together (The Remixes),Pop,Playlist,USSM11307007
Rather Be (feat. Jess Glynne) - The Magician Remix,Clean Bandit,Rather Be (feat. Jess Glynne) [Remixes],Pop,Playlist,GBAHS1300595
Dust Clears (feat. Noonie Bao),Clean Bandit,New Eyes,Pop,Playlist,GBAHS1400019
Cologne (feat. Nikki Cislyn & Javeon),Clean Bandit,New Eyes,Pop,Playlist,GBAHS1400011
Tell You Why,Route 94,Fly 4 Life EP,Pop,Playlist,GBQGW1310022
Gold - Thomas Jack Radio Edit,Gabriel Rios,Gold,Pop,Playlist,BEBA51300026
Don't You Worry Child,SGS,Heroes Revisited,Pop,Playlist,SEWDV1300101
Magic,Coldplay,Magic,Pop,Playlist,GBAYE1400206
Jealous,Nick Jonas,Jealous,Pop,Playlist,USUM71412696
BO$$,Fifth Harmony,BO$$,Pop,Playlist,USSM11404393
Hey Jude (Glee Cast Version),Glee Cast,Glee Sings The Beatles,Pop,Playlist,USQX91301879
3 (Glee Cast Version),Glee Cast,Britney 2.0,Pop,Playlist,USQX91201649
Like A Virgin (Glee Cast Version) (feat. Jonathan Groff),Glee Cast,"Glee: The Music, The Power Of Madonna",Pop,Playlist,USQX91000113
I'm A Freak,Enrique Iglesias,I'm A Freak,Pop,Playlist,GBUM71309058
Love Away,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Pop,Playlist,USCA21203112
Apologize,OneRepublic,Dreaming Out Loud,Pop,Playlist,USUM70757102
Upside Down,Jack Johnson,Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George,Pop,Playlist,USUG10500591
If I Had Eyes,Jack Johnson,Sleep Through The Static,Pop,Playlist,USUM70763258
"Sitting, Waiting, Wishing",Jack Johnson,In Between Dreams,Pop,Playlist,USMC60400026
I Follow Rivers - The Magician Remix,Lykke Li,I Follow Rivers (The Magician Remix),Pop,Playlist,SEVUM1100103
Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,Hot Mess,Pop,Playlist,USAT20901277
You Make Me Feel... (feat. Sabi),Cobra Starship,Night Shades (Deluxe Edition),Pop,Playlist,USAT21100959
Rich Girls,The Virgins,The Virgins,Pop,Playlist,USAT20801949
All the Girls (La La La),Abraham Mateo,All the Girls (La La La),Pop,Playlist,ES5021400578
Blonde,Bridgit Mendler,Hello My Name Is...,Pop,Playlist,USHR11233908
Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE (Deluxe),Pop,Playlist,GBUM71400955
Lovin' What You Do,Becky G,Play It Again,Pop,Playlist,USRC11300997
Fa La La,Justin Bieber,Under The Mistletoe (Deluxe Edition),Pop,Playlist,USUM71116407
Habits (Stay High),Tove Lo,Queen Of The Clouds,Pop,Playlist,SE3NM1300101
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),Pop,Playlist,GBAHS1400099
Lost Queen,Pharrell Williams,G I R L,Pop,Playlist,USSM11400863
Real Love,Clean Bandit,New Eyes,Pop,Playlist,GBAHS1400368
Right Here,Jess Glynne,Right Here,Pop,Playlist,GBAHS1400159
If We Were A Movie,Hannah Montana,Hannah Montana 3,Pop,Playlist,USWD10936376
Ordinary Girl,Hannah Montana,Hannah Montana Forever,Pop,Playlist,USWD11037948
I Wanna Know You,Hannah Montana,Hannah Montana 3,Pop,Playlist,USWD10936375
Sunshine,Flight Facilities,Down To Earth,Pop,Playlist,AUFF01400614
Put Your Records On - The Voice Performance,Caroline Glaser,Put Your Records On (The Voice Performance),Pop,Playlist,USUM71303627
Loca (feat. El Cata),Shakira,Sale el Sol,Pop,Playlist,USSD11000332
Rooting for My Baby,Miley Cyrus,Bangerz (Deluxe Version),Pop,Playlist,USRC11301274
Your Biggest Fan,Jonas Brothers,JONAS L.A. (Music from the TV Series),Pop,Playlist,USWD11048484
Sneakernight - Single Version,Vanessa Hudgens,Identified,Pop,Playlist,USHR10823850
Please Be Mine,Jonas Brothers,It's About Time,Pop,Playlist,USSM10602491
Dangerous (feat. Sam Martin),David Guetta,Listen (Deluxe),Pop,Playlist,GB28K1400036
Stay the Night,James Blunt,Some Kind of Trouble (Deluxe Edition),Pop,Playlist,USAT21002186
Something Good Can Work (The Twelves Remix),Two Door Cinema Club,Tourist History (Deluxe Version),Pop,Playlist,USYAH1000227
Living For Love,Madonna,Living For Love,Pop,Playlist,USUG11401960
"Let It Go - From ""Frozen"" / Single Version",Demi Lovato,Demi (Deluxe),Pop,Playlist,USWD11366344
A Girl Like You,Daniel J,A Girl Like You,Pop,Playlist,TCABU1438597
Touch Me (Take Me Tonight),Ashley Allen,"Body Say No, Heart Say Yes",Pop,Playlist,NLA241208604
Let's Go,Bean,Rollercoaster - EP,Pop,Playlist,USUYG1047245
Kiss The Stars,Pixie Lott,Platinum Pixie - Hits,Pop,Playlist,GBUM71105223
Boum Boum Boum,MIKA,Boum Boum Boum,Pop,Playlist,USUM71407027
Pompeii (feat. Rajiv Dhall),Tanner Patrick,Pompeii (feat. Rajiv Dhall),Pop,Playlist,TCABY1460062
Domino,The Collective,The Collective,Pop,Playlist,AUBM01200475
Suit & Tie (Superstar),Jamz,Superstar - Jamz - A Trajetória,Pop,Playlist,BRRGE1402276
Pot-Pourri: Get Lucky / Lose Yourself To Dance (Superstar),Jamz,Superstar - Jamz - A Trajetória,Pop,Playlist,BRRGE1402774
Wake Me Up (Superstar),Jamz,Wake Me Up (Superstar) - Single,Pop,Playlist,BRRGE1402957
Crash Your Party,Myra Sky,License II Love EP,Pop,Playlist,TCABN1364318
Sinkin' In,Cody Simpson,Surfers Paradise,Pop,Playlist,USAT21301749
Eenie Meenie,Justin Bieber,My Worlds (International Version),Pop,Playlist,USSM11000616
Home To Mama,Justin Bieber,Home To Mama,Pop,Playlist,USUM71414294
Shine A Light - Radio Edit,McFly,Shine A Light,Pop,Playlist,GBUM71027807
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,Moulin Rouge,Pop,Playlist,USIR10110334
Latch - Jamie Jones Remix,Disclosure,Latch (The Remixes),Pop,Playlist,GBUM71207309
Lividup,Disclosure,Control,Pop,Playlist,GBRTB1100110
Rather Be (feat. Jess Glynne) - Robin Schulz Edit [Robin Schulz Edit],Clean Bandit,Prayer,Pop,Playlist,GBAHS1400266
We Don't Have to Take Our Clothes Off - Radio Mix,Lexer,Prayer,Pop,Playlist,DEA621400667
Wrong - Radio Mix,Robin Schulz,Prayer,Pop,Playlist,DEA621400674
A Sky Full of Stars - Robin Schulz Edit,Coldplay,Prayer,Pop,Playlist,GBAYE1401210
She Moves,Alle Farben,She Moves,Pop,Playlist,DEE861400234
Galant - Trumpet Version,Alle Farben,Galant EP,Pop,Playlist,DEPS81200013
Moments,Klangkarussell,Netzwerk,Pop,Playlist,DEUM71401894
Steal My Girl,One Direction,FOUR (Deluxe),Pop,Playlist,GBHMU1400159
Nightwalker,Thiago Pethit,"Berlim, Texas",Pop,Playlist,BRHZ11000011
Fred Astaire (Versão Inglês),Clarice Falcão,Monomania,Pop,Playlist,BRBYI1300006
Teacher,Nick Jonas,Nick Jonas,Pop,Playlist,USUM71414176
Amnesia,5 Seconds of Summer,Amnesia,Pop,Playlist,GBUM71401926
Wish U Were Here (feat. Becky G) - Digi Radio Edit,Cody Simpson,Wish U Were Here Remixes,Pop,Playlist,USAT21203811
Love (feat. Ziggy Marley),Cody Simpson,Surfers Paradise,Pop,Playlist,USAT21301752
Be the One,Cody Simpson,Paradise,Pop,Playlist,USAT21204682
No Ceiling,Cody Simpson,No Ceiling,Pop,Playlist,USAT21301748
Notice Me,Alli Simpson,Notice Me,Pop,Playlist,TCABR1379420
One Minute More - Elektromekanik Remix,Capital Cities,One Minute More (Remix),Pop,Playlist,USUG11401355
Clean,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431419
Welcome To New York,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431299
Walkashame,Meghan Trainor,Title (Deluxe),Pop,Playlist,USSM11408376
No Good For You,Meghan Trainor,Title (Deluxe),Pop,Playlist,USSM11408378
Problem,Ariana Grande,My Everything (Deluxe),Pop,Playlist,USUM71405403
Love Me Harder,Ariana Grande,My Everything (Deluxe),Pop,Playlist,USUM71409728
Die In Your Arms,Justin Bieber,Believe (Deluxe Edition),Pop,Playlist,USUM71205353
All Around The World,Justin Bieber,Believe (Deluxe Edition),Pop,Playlist,USUM71205293
Gone In September,Mike Posner,31 Minutes to Takeoff,Pop,Playlist,USJAY1000082
One Step Closer,Shane Harper,One Step Closer - Single,Pop,Playlist,TCAAX1109279
A Little Too Not Over You,David Archuleta,David Archuleta,Pop,Playlist,GBCTA0800264
Touch My Hand,David Archuleta,David Archuleta,Pop,Playlist,GBCTA0800259
Netzwerk (Falls Like Rain),Klangkarussell,Netzwerk,Pop,Playlist,DEUM71401383
Irreplaceable,Sabrina,I Love Acoustic - Deluxe Edition (International Version),Pop,Playlist,PHUM70900002
So Sick - Acoustic,Ne-Yo,So Sick,Pop,Playlist,USUM70601907
Take It Off,Kesha,Animal,Pop,Playlist,USRC10900736
Make the World Go Round (feat. R. Kelly),DJ Cassidy,Make the World Go Round (feat. R. Kelly),Pop,Playlist,USSM11400355
Glitter & Gold,Rebecca Ferguson,Heaven (Deluxe),Pop,Playlist,GBHMU1100238
Fairytale (Let Me Live My Life This Way),Rebecca Ferguson,Heaven (Deluxe),Pop,Playlist,GBHMU1100240
Blow Remix (feat. Pharrell Williams),Beyoncé,BEYONCÉ [Platinum Edition],Pop,Playlist,USSM11408534
1+1,Beyoncé,4,Pop,Playlist,USSM11102635
Broken-Hearted Girl,Beyoncé,I AM...SASHA FIERCE,Pop,Playlist,USSM10804727
Small Bump,Ed Sheeran,+,Pop,Playlist,GBAHS1100203
Banana Pancakes,Jack Johnson,In Between Dreams,Pop,Playlist,USMC60400032
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,Pop,Playlist,USSM10801204
I Choose You,Sara Bareilles,The Blessed Unrest,Pop,Playlist,USSM11302726
A Thousand Miles (Live Acoustic),Vanessa Carlton,Hear The Bells,Pop,Playlist,USRZR1136004
Dynamite,Taio Cruz,Rokstarr,Pop,Playlist,GBUM71003721
Valerie (Superstar),Jamz,Superstar - Jamz - A Trajetória,Pop,Playlist,BRRGE1402400
Wrapped Up (feat. Travie McCoy),Olly Murs,Wrapped Up (feat. Travie McCoy),Pop,Playlist,GBARL1400826
Don't Wanna Dance Alone,Fifth Harmony,Better Together,Pop,Playlist,USSM11305323
Miss Movin' On - Acoustic,Fifth Harmony,Better Together - Acoustic,Pop,Playlist,USSM11306374
Heavy,Emblem3,Forever Together,Pop,Playlist,GBWWP1400676
Heroes (we could be),Alesso,Heroes (we could be),Pop,Playlist,USUM71411636
Brave Honest Beautiful (feat. Meghan Trainor),Fifth Harmony,Reflection (Deluxe),Pop,Playlist,USSM11406654
Everlasting Love,Fifth Harmony,Reflection (Deluxe),Pop,Playlist,USSM11406646
Suga Mama,Fifth Harmony,Reflection (Deluxe),Pop,Playlist,USSM11406650
Today Was A Fairytale - US Version,Taylor Swift,Valentine's Day: Original Motion Picture Soundtrack,Pop,Playlist,USCJY0903616
Countdown,Beyoncé,4,Pop,Playlist,USSM11102909
This is How We Roll,Fifth Harmony,Reflection (Deluxe),Pop,Playlist,USSM11406645
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,Cheerleader (Felix Jaehn Remix Radio Edit),Pop,Playlist,USUS11202574
I Do,Colbie Caillat,All Of You,Pop,Playlist,USUM71100912
I'm Yours,Jason Mraz,Yours Truly: The I'm Yours Collection,Pop,Playlist,USEE10800667
Shake It Off,Mariah Carey,The Emancipation of Mimi,Pop,Playlist,USIR20500246
We Belong Together - Vocal Version,Lena Grig,In Bloom Remixes,Pop,Playlist,US83Z1471819
Best Song Ever,One Direction,Midnight Memories (Deluxe),Pop,Playlist,GBHMU1300102
Live While We're Young,One Direction,Take Me Home: Yearbook Edition,Pop,Playlist,GBHMU1200210
Kiss You,One Direction,Take Me Home: Yearbook Edition,Pop,Playlist,GBHMU1200214
What Makes You Beautiful,One Direction,Up All Night,Pop,Playlist,GBHMU1100018
Steal My Girl - Big Payno & Afterhrs Pool Party Remix,One Direction,Steal My Girl (Big Payno & Afterhrs Pool Party Remix),Pop,Playlist,GBHMU1400209
Best Song Ever - Kat Krazy Remix,One Direction,Best Song Ever (Kat Krazy Remix),Pop,Playlist,GBHMU1300104
I Found You - Moto Blanco Club Mix,The Wanted,I Found You (The Remixes),Pop,Playlist,GBUM71207938
Feel So Close - Radio Edit,Calvin Harris,Feel So Close,Pop,Playlist,GBARL1100748
Wild Ones (feat. Sia),Flo Rida,Wild Ones (feat. Sia),Pop,Playlist,USAT21104103
Patience Gets Us Nowhere Fast,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Pop,Playlist,USCA21203109
Elastic Heart,Sia,1000 Forms Of Fear,Pop,Playlist,USRC11400976
I'm Yours - Bass Over Babylon Mix,Jason Mraz,Yours Truly: The I'm Yours Collection,Pop,Playlist,USEE10900788
Gold,Victoria Justice,Gold,Pop,Playlist,USSM11302844
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),Pop,Playlist,GBCTA1100364
Shine It On - Ao Vivo,Wanessa Camargo,Wanessa DNA Tour,Pop,Playlist,BRSME1300363
The Days - Grant Nelson Remix,Avicii,The Days / Nights,Pop,Playlist,CHB701400035
Break Free (Acoustic Cover) feat. Jaclyn Davies,Megan Davies,Break Free (Acoustic Cover) feat. Jaclyn Davies,Pop,Playlist,QMPKX1469597
Daft Punk,Pentatonix,"PTX, Vol. 2",Pop,Playlist,US4DG1300067
Rather Be (Clean Bandit Cover),Pentatonix,"PTX, Vol. III",Pop,Playlist,USRC11401836
Save the World / Don't Worry Child,Pentatonix,"PTX, Vol. 2",Pop,Playlist,US4DG1300069
You Just Want My Money,Jason French,You Just Want My Money,Pop,Playlist,USUM71417672
Hostage,Sia,1000 Forms Of Fear,Pop,Playlist,USRC11400973
Nothing Really Matters - Afrojack Remix,Mr. Probz,Nothing Really Matters (Afrojack Remix),Pop,Playlist,NLB8R1400015
Holiday (feat. Josh Moriarty),That's Nice,Holiday - Single,Pop,Playlist,TCACD1532775
Pay No Mind (feat. Passion Pit),Madeon,Pay No Mind (feat. Passion Pit),Pop,Playlist,GBARL1401771
When We Were Young (feat. The Chain Gang of 1974),Dillon Francis,"Money Sucks, Friends Rule",Pop,Playlist,USSM11405579
Doses & Mimosas,Cherub,Year of the Caprese,Pop,Playlist,USSM11306037
Stranger (feat. Mikky Ekko),Chris Malinchak,Stranger (feat. Mikky Ekko),Pop,Playlist,GBARL1400149
Raindrops (feat. Kerli) - Radio Edit,SNBRN,Raindrops (feat. Kerli) [Radio Edit],Pop,Playlist,USUS11203120
Divine Sorrow - Klingande Remix,Wyclef Jean,Divine Sorrow (Klingande Remix),Pop,Playlist,CHB701400042
Through the Night,Cedric Gervais,Through the Night,Pop,Playlist,USRE51412286
This Could Be Love feat. Delaney Jane - Original Mix,Borgeous,This Could Be Love feat. Delaney Jane,Pop,Playlist,NLZ541400810
Real Love,Clean Bandit,New Eyes,Pop,Playlist,GBAHS1400368
Dust Clears (feat. Noonie Bao),Clean Bandit,New Eyes,Pop,Playlist,GBAHS1400019
La La La,Naughty Boy,Hotel Cabana (Deluxe Version),Pop,Playlist,GBAAA1300148
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),Pop,Playlist,USSM11408374
Don't Be Gone Too Long,Chris Brown,X (Deluxe Version),Pop,Playlist,USRC11401997
La Tortura (feat. Alejandro Sanz),Shakira,"Fijación Oral, Vol. 1",Pop,Playlist,USSM10501700
Addicted to You,Shakira,Sale el Sol,Pop,Playlist,USSD11000366
Gypsy,Shakira,She Wolf (Expanded Edition),Pop,Playlist,USSM10904924
Princess of China - Acoustic,Coldplay,Princess of China,Pop,Playlist,GBAYE1200817
Underneath Your Clothes,Shakira,Laundry Service,Pop,Playlist,NLB630100361
Skyscraper - Wizz Dumb Remix,Demi Lovato,Unbroken,Pop,Playlist,USHR11132998
Lean On,Major Lazer,Lean On,Pop,Playlist,QMUY41500008
I Really Like You,Carly Rae Jepsen,I Really Like You,Pop,Playlist,USUM71501431
Joan Of Arc,Madonna,Joan Of Arc,Pop,Playlist,USUG11401967
One Last Time,Ariana Grande,My Everything (Deluxe),Pop,Playlist,USUM71409723
Roar,Katy Perry,PRISM,Pop,Playlist,USUM71308669
Jealous Of My Boogie,RuPaul,Champion,Pop,Playlist,US4J50910010
My Love Is Like a Star,Demi Lovato,Unbroken,Pop,Playlist,USHR11132995
Give Your Heart a Break,Demi Lovato,Unbroken,Pop,Playlist,USHR11132994
Reflection,Fifth Harmony,Reflection (Deluxe),Pop,Playlist,USSM11406649
Like a Virgin,Madonna,Celebration (double disc version),Pop,Playlist,USWB10903604
Rebel Heart,Madonna,Rebel Heart (Deluxe),Pop,Playlist,USUG11401979
Turn Up the Radio,Madonna,MDNA,Pop,Playlist,USUG11200454
She's Not Me,Madonna,Hard Candy,Pop,Playlist,USWB10800782
Holiday - Bonus Track,Hilary Duff,Best Of,Pop,Playlist,USHR10723632
True Friend - From “Hannah Montana 2”,Hannah Montana,Hannah Montana 2 / Meet Miley Cyrus,Pop,Playlist,USWD10732076
Bright,Echosmith,Talking Dreams (Deluxe Edition),Pop,Playlist,USWB11303168
Sugar,Maroon 5,V (Deluxe),Pop,Playlist,USUM71410340
Taylor Swift Mash-Up,Anthem Lights,Anthem Lights Covers Part II,Pop,Playlist,TCABR1323521
Our Song,Anna Starlight,Sounds Like Taylor Swift,Pop,Playlist,QMVRR1445831
Rude,Tiffany Alvord,I've Got It Covered Vol. 4,Pop,Playlist,GBDMT1400325
When the Beat Drops Out,Marlon Roudette,When the Beat Drops Out,Pop,Playlist,GB27E1400001
"I'm Not a Girl, Not Yet a Woman - Remastered",Britney Spears,The Essential Britney Spears,Pop,Playlist,USJI10900641
I Got U,Duke Dumont,EP1,Pop,Playlist,GBUM71308955
I Will Be There,Britney Spears,Baby One More Time,Pop,Playlist,USJI19910456
Born to Make You Happy,Britney Spears,Baby One More Time,Pop,Playlist,USJI19910454
Help (Glee Cast Version),Glee Cast,Glee Sings The Beatles,Pop,Playlist,USQX91301871
All About You,McFly,Just My Luck,Pop,Playlist,GBAAN0500007
4x4 (feat. Nelly),Miley Cyrus,Bangerz (Deluxe Version),Pop,Playlist,USRC11301266
Butterfly Fly Away,Miley Cyrus,Hannah Montana The Movie,Pop,Playlist,USWD10935875
Firestone,Kygo,Firestone,Pop,Playlist,SEBGA1400887
Dear No One,Tori Kelly,Foreword,Pop,Playlist,USUM71312704
Treasure (Cover),Reagan Beard,Treasure (Cover),Pop,Playlist,TCABP1333559
Born This Way,Tokyo Café Lounge,Good Morning! Bossanova Mix Brand New Day! (30 Happy Cover Songs),Pop,Playlist,FR10S1586465
We All Want The Same Thing,Rixton,Let The Road,Pop,Playlist,USUM71400150
Just Getting Started,High School Musical Cast,High School Musical 3: Senior Year,Pop,Playlist,USWD10834898
Chartreuse,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Pop,Playlist,USCA21300627
Sparks,Hilary Duff,Sparks,Pop,Playlist,USRC11500512
Trouble,Iggy Azalea,Reclassified,Pop,Playlist,GBUM71405575
What I've Been Looking For,Ryan,High School Musical,Pop,Playlist,USWD10527737
Pompeii (Decimal Eon Remix),Decimal Eon,Pompeii (Decimal Eon Remix),Pop,Playlist,GBRBE0787418
Stole the Show,Kygo,Stole the Show,Pop,Playlist,SEBGA1500071
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Fifty Shades Of Grey (Original Motion Picture Soundtrack),Pop,Playlist,GBUM71406823
Can't Stop Dancin',Becky G,Can't Stop Dancin',Pop,Playlist,USRC11402605
Como Tú No Hay Dos (feat. Becky G),Thalia,Amore Mio (Deluxe Edition),Pop,Playlist,USSD11400278
Lights - Shook Remix,Ellie Goulding,Lights (The Remixes Part 1),Pop,Playlist,GBUM71101844
Budapest,George Ezra,Wanted on Voyage,Pop,Playlist,GBARL1400477
JUST STAND UP!,Artists Stand Up To Cancer,JUST STAND UP!,Pop,Playlist,USUG10800939
Lean On,Major Lazer,Lean On,Pop,Playlist,QMUY41500008
Who's That Chick? (feat. Rihanna),David Guetta,Who's That Chick?,Pop,Playlist,FRZID1000700
Umbrella,Rihanna,Good Girl Gone Bad,Pop,Playlist,USUM70736771
Fuck Me Pumps - MJ Cole Remix,Amy Winehouse,Frank,Pop,Playlist,GBAAN0400550
Rich Girl,Gwen Stefani,Love Angel Music Baby (Deluxe Version),Pop,Playlist,USIR10400846
Roses,The Chainsmokers,Roses,Pop,Playlist,USQX91500801
Kiss the Girl,Ashley Tisdale,Disneymania 5,Pop,Playlist,USWD10629558
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),Pop,Playlist,USRC11301214
Everytime We Touch,Alex Goot,Songs I Wish I Wrote,Pop,Playlist,TCAAR1015730
Tattoo,Jordin Sparks,Jordin Sparks,Pop,Playlist,GBCTA0700266
How To Touch A Girl,JoJo,The High Road,Pop,Playlist,USBGR0600037
Coming For You,JoJo,The High Road,Pop,Playlist,USBGR0600034
I'm Gonna Getcha Good! - Red Single Edit,Shania Twain,Greatest Hits,Pop,Playlist,USMR10200335
Outside (feat. Ellie Goulding),Calvin Harris,Motion,Pop,Playlist,GBARL1401201
Funhouse,P!nk,Funhouse,Pop,Playlist,USLF20800184
Who Knew - Edit,P!nk,Greatest Hits...So Far!!!,Pop,Playlist,USLF20600021
Please Don't Leave Me,P!nk,Greatest Hits...So Far!!!,Pop,Playlist,USLF20800182
F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,Pop,Playlist,USLF21000091
Time of Our Lives,Pitbull,Globalization,Pop,Playlist,USRC11402647
Want to Want Me,Jason Derulo,Want to Want Me,Pop,Playlist,USWB11503046
Ready For Your Love,Gorgon City,Ready For Your Love,Pop,Playlist,GBUM71307023
Lover Like You,Gorgon City,Sirens (Deluxe),Pop,Playlist,GBUM71403998
Imagination,Gorgon City,Sirens (Deluxe),Pop,Playlist,GBUM71404031
Tattoo,Hilary Duff,Breathe In. Breathe Out.,Pop,Playlist,USRC11501091
Lies,Hilary Duff,Breathe In. Breathe Out.,Pop,Playlist,USRC11501087
Born This Way - The Country Road Version,Lady Gaga,Born This Way (Special Edition),Pop,Playlist,USUM71104944
Gypsy,Lady Gaga,ARTPOP,Pop,Playlist,USUM71310783
Masterpiece,Madonna,MDNA,Pop,Playlist,USUM71200033
Give Me Everything (feat. Nayer),Pitbull,Planet Pit (Deluxe Version),Pop,Playlist,USJAY1100032
International Love (feat. Chris Brown),Pitbull,Planet Pit (Deluxe Version),Pop,Playlist,USJAY1100015
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)",Pop,Playlist,USUM71504653
How Hard I Try,filous,How Hard I Try,Pop,Playlist,USUS11203409
"Karma, You Got Owned",Tep No,"Karma, You Got Owned",Pop,Playlist,UST8K1570342
What I've done - Feast. Remix,James Hersey,What I've done (Feast. Remix),Pop,Playlist,DETM11500002
Voices,Disclosure,Settle (Deluxe),Pop,Playlist,GBUM71302631
Happy Ending,MIKA,Life in Cartoon Motion,Pop,Playlist,USC7R0600016
Omen - Radio Edit,Disclosure,Omen (Radio Edit),Pop,Playlist,GBUM71504534
Good For You,Selena Gomez,Good For You,Pop,Playlist,USUM71508741
Can't Feel My Face,The Weeknd,Can’t Feel My Face,Pop,Playlist,USUG11500741
Tom's Diner (feat. Britney Spears),Giorgio Moroder,Déjà vu,Pop,Playlist,SEBMC1500017
No Sleeep,Janet Jackson,No Sleeep,Pop,Playlist,QMRSZ1501143
Black Magic,Little Mix,Black Magic,Pop,Playlist,GBHMU1500046
Drag Me Down,One Direction,Drag Me Down,Pop,Playlist,GBHMU1500070
How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,Pop,Playlist,GBARL1500704
Run Away With Me,Carly Rae Jepsen,Run Away With Me,Pop,Playlist,USUM71507009
Origin Of Love,MIKA,The Origin Of Love (Deluxe),Pop,Playlist,USC7R1200006
I've Been Waiting - Original Mix,Dear David,I've Been Waiting,Pop,Playlist,CH3131340443
Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,Pop,Playlist,USSM10305425
Fantasy,Mariah Carey,Daydream,Pop,Playlist,USSM19501031
King,Olly Alexander (Years & Years),Communion,Pop,Playlist,GBUM71406892
Heartbreaker (feat. Jay-Z),Mariah Carey,Rainbow,Pop,Playlist,USSM19918073
Bye Bye,Mariah Carey,E=MC²,Pop,Playlist,USUM70809439
Don't Wait,Mapei,Hey Hey,Pop,Playlist,USCJ81301110
Why Try,Ariana Grande,My Everything (Deluxe),Pop,Playlist,USUM71409724
F For You,Disclosure,Settle (Special Edition),Pop,Playlist,GBUM71302619
Willing & Able,Disclosure,Willing & Able,Pop,Playlist,GBUM71503567
Locked Away (feat. Adam Levine),R. City,Locked Away (feat. Adam Levine),Pop,Playlist,USRC11501369
Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,Pop,Playlist,USAT21500555
What Do You Mean?,Justin Bieber,What Do You Mean?,Pop,Playlist,USUM71511919
War Paint,FLETCHER,War Paint,Pop,Playlist,TCACG1562736
Tulips,Christopher,Tulips,Pop,Playlist,DKAZA1500233
Runaway (U & I),Galantis,Pharmacy,Pop,Playlist,USAT21404265
Crave You,Flight Facilities,Down To Earth,Pop,Playlist,AUFF01400625
Another Love - Zwette Edit,Tom Odell,Another Love (Zwette Edit),Pop,Playlist,GBARL1301232
Glad You Came,The Wanted,The Wanted (Special Edition),Pop,Playlist,GBUM71107952
Without You (feat. Usher),David Guetta,Nothing but the Beat,Pop,Playlist,GB28K1100030
FourFiveSeconds,Rihanna,FourFiveSeconds,Pop,Playlist,USJMT1500001
Lush Life,Zara Larsson,Lush Life,Pop,Playlist,SEWEE1500509
